id,venue_name,venue_type,main_bus,venue_add_one,venue_add_two,venue_pcode,venue_web,venue_phone,venue_email,venue_fb,venue_tw,org_own,mger,mger_email,mger_phone,online_contact_form,follow_up,venue_city,venue_country,notes,std_sign_off,res_sign_off,s_kick_id,latitude,longitude,constituency,wday_opening,wday_closing,wkd_opening,wkd_closing,show_opening,show_closing,variations,promoters,venue_capacity,outdoor_space,type_outdoor_space,Instagram ,PRS Type,PRS Venue cat,Omic,gigmainbiz,MD_pad,NPO,FAC,AIE,MVT,Year Venue Opened ,Year Venue Closed ,LAP_areas ,skdl_id,skdl_description,skdl_imageurl,skdl_latitude,skdl_longitude,skdl_type
,BLUE BAR AND GRILL,,,"17 Edward Pavillion, Albert Dock",,L34AE,,01517025831,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18663,,,53.3997832,-2.9907739,bar
,Spice Lounge,,,"North Quay, Albert Dock",,L34AE,,01517072202,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20742,,,53.3997832,-2.9907739,bar
,Spice Lounge Indian Restaurant ,,,"North Quay, Albert Dock",,L34AE,,01517072202,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20744,,https://dhzjvxyl79yzn.cloudfront.net/4/20744_th.jpg,53.3997832,-2.9907739,bar
,Revolution De Cuba ,,,"17 Edward Pavilion, The Albert Dock   ",,L34AE,,01517025831,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54058,,,53.3997832,-2.9907739,Nightclub
,Madre,,,"Unit 6, Atlantic Pavilion, Albert Dock",,L34AE,,01517094152,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100849,,https://dhzjvxyl79yzn.cloudfront.net/9/100849_0_madre_th.jpg,53.399764,-2.990277,Restaurant
,Revolution Albert Dock,,,"Unit 4M, Atlantic Pavilion, Albert Dock",,L34AE,,01519092777,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22884,,https://dhzjvxyl79yzn.cloudfront.net/4/22884_2_revolution-albert-dock_th.jpg,53.400205,-2.990881,Nightclub
,Revolucion De Cuba,,,"Unit 17, Edward Pavilion, Albert Dock",,L34AF,,01512036101,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74821,,https://dhzjvxyl79yzn.cloudfront.net/1/74821_0_revolucion-de-cuba_th.jpg,53.400859,-2.991406,bar
,Gusto,,,"Edward Pavillion, Albert Dock",,L34AF,,01517086969,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9068,,,53.401186,-2.991856,bar
,Laughterhouse At Baby Blue,,,Albert Dock,,L34AF,,01512316881,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1382,,,53.401186,-2.991855,bar
,Ha Ha! Bar + Canteen,,,"Atlantic Pavilion & Anchor Hall, Atlantic Block (Block A)",,L34AF,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2296,,,53.401186,-2.991855,bar
,"Albert Dock, Liverpool",,,Albert Dock,,L34AF,,01517087334,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17984,,,53.4011947,-2.9918294,Outdoors
,The Next Door Project,,,"Unit C19, Albert Dock ",,L34AF,,07805636785,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42672,,,53.4011947,-2.9918294,Gallery
,The Red Boat,,,Albert Dock,,L34AF,,08008011487,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55562,,https://dhzjvxyl79yzn.cloudfront.net/2/55562_1_the-red-boat_th.jpg,53.4011947,-2.9918294,Nightclub
,Comedy Central,,,"Edward Pavillion, Albert Dock",,L34AF,,01517025834,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15452,,https://dhzjvxyl79yzn.cloudfront.net/2/15452_th.jpg,53.400988,-2.991244,Nightclub
,International Slavery Museum,,,"3rd Floor of Merseyside Maritime Museum, Albert Dock, Liverpool",,L34AX,,01514784499,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64662,,,53.4015069,-2.9921225,other
,Mersey Planet Bar,,,Canning Dock,,L34AN,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66087,,https://dhzjvxyl79yzn.cloudfront.net/7/66087_1_mersey-planet-bar_th.jpg,53.4018499,-2.99195,bar
,Freeze Venue TBA,,,Smith,,L10dp,,07837459784,,,,,,,,,,Liverpool ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35560,,,53.402263,-2.991742,Nightclub
,Revolution,,,"North Quay, Atlantic Pavilion, Albert Dock",,L34AE,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93777,,,53.4008642,-2.9892467,Nightclub
,Wapping Beers Ltd,,,33A Wapping,,L18DQ,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59560,,,53.3986122,-2.986731,bar
,The Baltic Fleet,,,33A Wapping,,L18DQ,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90632,,,53.3986121,-2.9867222,bar
,Virgin Media Store Liverpool,,,"88c Wall Street, Liverpool One Shopping Centre",,L18JQ,,08000520997,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19310,,https://dhzjvxyl79yzn.cloudfront.net/0/19310_th.jpg,53.3988475,-2.985443,Outdoors
,Korova,,,32 Hope Street,,L19BX,,01517097097,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2640,,https://dhzjvxyl79yzn.cloudfront.net/0/2640_th.jpg,53.4012321,-2.9880414,live
,Camden Enterprise,,,755475786868,,L18tk,,,,,,,,,,,,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5455,,,53.4012321,-2.9880414,live
,"Head Of Steam, Liverpool",,,Liverpool,,L11AB,,01538683773,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5575,,,53.4012321,-2.9880414,Nightclub
,Bar Brazil,,,"66 Bold Street,",,L14HR,,01517099114,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6220,,https://dhzjvxyl79yzn.cloudfront.net/0/6220_th.jpg,53.4012321,-2.9880414,bar
,The 3rd Room The Everyman Bistro,,,Hope Street,,L19BH,,01517095221,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6254,,,53.4012321,-2.9880414,bar
,Revolution Wood St and Camel Club,,,18-22 Wood St,,L14AQ,,01517071933,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6297,,,53.4012321,-2.9880414,bar
,Concert Square,,,Concert Square,,L11ab,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6603,,,53.4012321,-2.9880414,Outdoors
,Cotton Club,,,Bold st,,L14tl,,07955564302,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7051,,,53.4012321,-2.9880414,Nightclub
,Lake Of Stars Presents...,,,Lake Of Stars Presents...,,L18tg,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7085,,,53.4012321,-2.9880414,Nightclub
,Stanley Theatre Liverpool Guild Of Students' Union,,,The Haigh Building Maryland Street,,L19DE,,01517944126,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11802,,,53.4012321,-2.9880414,Nightclub
,Chaya Bar and Restaurant,,,78-82 wood street,,L14DQ,,01517087008,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11879,,https://dhzjvxyl79yzn.cloudfront.net/9/11879_th.jpg,53.4012321,-2.9880414,Nightclub
,Mersey Ferry Pier Head and Noir,,,"5-9 Victoria St, Liverpool - ",,L15QA,,01512365898,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12239,,,53.4012321,-2.9880414,Outdoors
,Mersey Ferry Pier Head + Secrt AfterParty,,,5-9 Victoria St,,L15QA,,01512365898,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12240,,https://dhzjvxyl79yzn.cloudfront.net/0/12240_th.jpg,53.4012321,-2.9880414,Outdoors
,Novas CUC,,,41-51 Greenland Street,,L10BS,,01517083510,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12594,,https://dhzjvxyl79yzn.cloudfront.net/4/12594_th.jpg,53.4012321,-2.9880414,Nightclub
,Monochrome,,,7 - 11 Sir Thomas Street,,L16BW,,01512361490,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12721,,https://dhzjvxyl79yzn.cloudfront.net/1/12721_th.jpg,53.4012321,-2.9880414,live
,O'Neill's Liverpool,,,68 Hanover Street,,L14AG,,01517097360,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13011,,,53.4012321,-2.9880414,bar
,Streets Of Liverpool,,,Liverpool,,L11CT,,01512333007,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13296,,,53.4012321,-2.9880414,Outdoors
,Zelig's,,,Liverpool 1,,L17BL,,01517097097,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13960,,https://dhzjvxyl79yzn.cloudfront.net/0/13960_th.jpg,53.4012321,-2.9880414,bar
,Flannels ,,,68/78 Vicar Lane,,L17JH,,01132349977,,,,,,,,,,Leeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13965,,https://dhzjvxyl79yzn.cloudfront.net/5/13965_th.jpg,53.4012321,-2.9880414,Gallery
,Urban Outfitters,,,41 Paradise Road,,L13EU,,01517080772,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14141,,,53.4012321,-2.9880414,bar
,THE FORESTERS ARMS,,,"CHAPPLE STREET , LUTON",,L11JS,,01582464650,,,,,,,,,,LUTON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14225,,,53.4012321,-2.9880414,bar
,The Bluecoat Arts Centre,,,School Lane,,L13BX,,01517025324,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14386,,,53.4012321,-2.9880414,live
,Holy Joe's,,,"Holy Joeâs, Concert Square",,L14NR,,01517092437,,,,,,,,,,Liverpool ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14475,,,53.4012321,-2.9880414,bar
,Karen Millen Store,,,"Unit 25, St Peterslane, Paradise Street Development",,L18LT,,02072913015,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14772,,https://dhzjvxyl79yzn.cloudfront.net/2/14772_th.jpg,53.4012321,-2.9880414,Gallery
,St. Georges Plateau,,,Lime street,,L11jj,,01512332008,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15061,,,53.4012321,-2.9880414,Outdoors
,The Orchard Liverpool,,,57 Blundell Street,,L10AJ,,01517093060,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15163,,https://dhzjvxyl79yzn.cloudfront.net/3/15163_th.jpg,53.4012321,-2.9880414,bar
,The Sir Thomas Hotel,,,Victoria Street,,L16JB,,08452014884,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15564,,,53.4012321,-2.9880414,bar
,FACT (Foundation For Art And Creative Technology),,,88 Wood Street,,L14DQ,,01517074464,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15690,,https://dhzjvxyl79yzn.cloudfront.net/0/15690_th.jpg,53.4012321,-2.9880414,Gallery
,Bluecoat,,,School Lane ,,L13BX,,01517025324,,,,,,,,,,Liverpool ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15856,,https://dhzjvxyl79yzn.cloudfront.net/6/15856_th.jpg,53.4012321,-2.9880414,live
,JALONS BRIDEWELL,,,1 CAMPBELL SQAURE,,L15BL,,01517094195,,,,,,,,,,LIVERPOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16411,,,53.4012321,-2.9880414,bar
,All Liverpool Venues,,,Seel Street,,L14BH,,01517079754,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16773,,https://dhzjvxyl79yzn.cloudfront.net/3/16773_1_all-liverpool-venues_th.jpg,53.4012321,-2.9880414,live
,Igloo Liverpool,,,78-82 Wood Street,,L14dq,,01517087008,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16846,,https://dhzjvxyl79yzn.cloudfront.net/6/16846_th.jpg,53.4012321,-2.9880414,Nightclub
,Clayton Square,,,Clayton Square,,L11DP,,02074964076,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16857,,https://dhzjvxyl79yzn.cloudfront.net/7/16857_th.jpg,53.4012321,-2.9880414,Outdoors
,"May I Start, May I Finish",,,http:  stevestrode.blogspot.com ,,L14AY,,07900380372,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16929,,https://dhzjvxyl79yzn.cloudfront.net/9/16929_th.jpg,53.4012321,-2.9880414,Gallery
,Bambooo,,,64 Duke Street,,L15AA,,01512590202,,,,,,,,,,LIVERPOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17122,,https://dhzjvxyl79yzn.cloudfront.net/2/17122_th.jpg,53.4012321,-2.9880414,Nightclub
,Royal Liverpool Philharmonic,,,"Liverpool Philharmonic Hall, Hope Street",,L19BP,,01512102895,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17222,,,53.4012321,-2.9880414,Nightclub
,Zeligs,,,8 Thomas Steers Way,,L18lw,,01517097097,,,,,,,,,,Liverpool ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17527,,,53.4015506,-2.9868441,Nightclub
,PlayGround,,,3 Thomas Steers Way,,L18LW,,07956374876,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27644,,,53.4015506,-2.9868441,Nightclub
,WHSmith Liverpool ONE,,,1-3 South John Street,,L18BN,,01517091435,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18508,,,53.4009725,-2.9860937,Theatre
,40 Seel Street,,,40 Seel Street,,L15BE,,01512224325,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39044,,https://dhzjvxyl79yzn.cloudfront.net/4/39044_1_40-seel-street_th.jpg,53.40126,-2.9850325,live
,Argyles Coffee And Wine ,,,15 argyle street ,,L15BL,,01517080731,,,,,,,,,,Liverpool ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96851,,https://dhzjvxyl79yzn.cloudfront.net/1/96851_1_argyles-coffee-and-wine-_th.jpg,53.4015752,-2.9844464,Restaurant
,Duke Street Food And D Market,,,46 Duke Street,,L15AS,,,,,,,,,,,,Merseyside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97275,,,53.4021518,-2.9850281,Nightclub
,Furnival's Well,,,1 Campbell Square,,L15FB,,07518988848,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87034,,https://dhzjvxyl79yzn.cloudfront.net/4/87034_1_furnivals-well_th.jpg,53.4019062,-2.9847937,bar
,Liverpool One Bridewell,,,"1 Campbell Square, Argyle Street,",,L15FB,,01517097000,,,,,,,,,, Liverpool ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48348,,,53.4020533,-2.98475,bar
,Canning Dock The Strand Liverpool L3 4AN ..,,," Canning Dock, The Strand",,L34AN,,,,,,,,,,,, Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64050,,https://dhzjvxyl79yzn.cloudfront.net/0/64050_1_-canning-dock-the-strand-liverpool-l3-4an-_th.jpg,53.402758,-2.991242,Nightclub
,Virtual Event Liverpool,,,Liverpool,,L18LT,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103623,,,53.4030279,-2.9905207,Virtual
,The Planet Ship,,,Albert Dock,,L18LT,,07583117365,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27546,,,53.4037341,-2.9912868,bar
,PlanetBar Lightship,,,The Strand,,L18LN,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34972,,,53.4030338,-2.9900973,bar
,Rileys Bierkeller Liverpool,,,6-8 Thomas Steers Way,,L18LW,,01517087354,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97318,,,53.4023852,-2.9892051,bar
,Pima Bar Hilton Liverpool,,,3 Thomas Steers Way,,L18LW,,01517084200,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101493,,,53.4023852,-2.9892051,bar
,The Hilton Hotel Liverpool,,,3 Thomas Steers Way,,L18LW,,01517084200,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116488,,,53.402346,-2.9890153,Hotel
,The Bierkeller,,,8 Thomas Steers Way,,L18LW,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105888,,,53.4023771,-2.9889685,Nightclub
,Chavasse Park,,,5 Wall Street ,,L18JQ,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63453,,https://dhzjvxyl79yzn.cloudfront.net/3/63453_1_chavasse-park_th.jpg,53.403095,-2.988434,Outdoors
,Bier Keller,,,6 Thomas Steers Way,,L18LW,,08455333000,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20790,,https://dhzjvxyl79yzn.cloudfront.net/0/20790_2_bier-keller_th.jpg,53.403185,-2.988455,bar
,Around The World Bars,,,6 Thomas Steers Way,,L18LW,,08455333000,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56349,,,53.403102,-2.98837,bar
,Queen Victoria Monument,,,Derby Square,,L13DF,,01512332008,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37118,,https://dhzjvxyl79yzn.cloudfront.net/8/37118_1_queen-victoria-monument_th.jpg,53.403607,-2.990141,Outdoors
,Palm Sugar,,,5-6 Kenyons Steps,,L13DF,,01517076323,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76002,,https://dhzjvxyl79yzn.cloudfront.net/2/76002_0_palm-sugar_th.jpg,53.4036714,-2.9890893,Nightclub
,Tavern On The Green,,,8-9 Kenyons Steps,,L13DF,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86941,,,53.4036714,-2.9890893,bar
,Thaikhun Street Bar,,,"5-6 Kenyon steps, Liverpool One",,L13DF,,01517076323,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90880,,,53.403692,-2.988861,bar
,The First National Wine Bar,,,2-8 james street,,L27pq,,07795360753,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42960,,,53.404725,-2.991588,bar
,The Liverpool Pub ,,,14 James Street,,L27PQ,,01512361650,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85524,,,53.4049423,-2.9919317,bar
,Slaughter House Pub,,,Fenwick Street,,L27LS,,01512275946,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20462,,https://dhzjvxyl79yzn.cloudfront.net/2/20462_th.jpg,53.4051916,-2.991795,bar
,The Old Bank,,,James St,,L27NE,,01513052431,,,,,,,,,,Liverpool ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94285,,,53.4051585,-2.991428,bar
,All Bar One Liverpool,,,Derby Square,,L27NU,,01512273357,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33596,,,53.4050138,-2.9908954,bar
,Jenny's Bar,,,fenwick street,,L27NT,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66346,,,53.4054579,-2.9915375,bar
,Whisky Business,,,Old Ropery,,L27NT,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75273,,https://dhzjvxyl79yzn.cloudfront.net/3/75273_0_whisky-business_th.jpg,53.4054579,-2.9915375,Other
,Jennys Bar,,,Old Ropery,,L27NT,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111597,,,53.4054749,-2.9915373,bar
,Viva Brazil,,,34 Castle Street,,L20NR,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73918,,,53.4061432,-2.9912827,Restaurant
,Laughterhouse At Slaughterhouse,,,13-15 Fenwick Street,,L27LS,,01512316881,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,796,,,53.40548,-2.991068,bar
,Manhattan,,,19 Fenwick Street,,L27LS,,01512275957,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110673,,https://dhzjvxyl79yzn.cloudfront.net/3/110673_0_manhattan_th.jpg,53.4056306,-2.991195,bar
,Manhattan Bar And Grill ,,,17-19 fenwick st,,L27LS,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111474,,https://dhzjvxyl79yzn.cloudfront.net/4/111474_0_manhattan-bar-and-grill-_th.jpg,53.4056306,-2.991195,bar
,62 Castle Street Hotel,,,62 Castle Street,,L27LQ,,01517027898,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52622,,,53.4056622,-2.990745,bar
,The Underground Gin Society ,,,48A Castle Street,,L27LQ,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108325,,,53.4056792,-2.9907449,bar
,Neighbourhood Bar,,,62 Castle Street,,L27LQ,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85695,,,53.4054888,-2.9905536,bar
,Neighbourhood Liverpool,,,62 Castle Street,,L27LQ,,01512301717,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112789,,,53.4054888,-2.9905536,bar
,Room Liverpool,,,62 Castle Street,,L27LQ,,01512581122,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5484,,https://dhzjvxyl79yzn.cloudfront.net/4/5484_th.jpg,53.405556,-2.990648,bar
,The Alchemist,,,5 Brunswick Street,,L20PQ,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113252,,,53.4059371,-2.9910818,bar
,Venoo,,,46 Castle Street,,L27LA,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69911,,,53.4058048,-2.9908988,bar
,Veeno,,,46 Castle Street,,L27LA,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69944,,,53.4058048,-2.9908988,Restaurant
,Merchants Bar And Restaurant,,,62 Castle Street,,L27LQ,,01517027898,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15120,,,53.406186,-2.991024,Nightclub
,Comics Youth CIC HQ,,,"Fourth Floor, 76-78 Lord Street",,L21TA,,0151708280,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94356,,,53.4047639,-2.9886342,Training Venue
,The Club House,,,"The Club house, Liverpool One, Chavasse Park",,L29SQ,,01517095366,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75394,,,53.405095,-2.988347,Restaurant
,Abbey Road Bar And Kitchen,,,11-17 Harrington Street,,L29QA,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115483,,,53.4058343,-2.989353,bar
,City Vaults,,,14A Cook Street,,L29QU,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83131,,,53.4059979,-2.9892937,bar
,The Crocodile,,,19 Harrington Street,,L29QA,,01512551731,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105624,,,53.4058909,-2.989065,bar
,Kingdom Liverpool,,,25 Harrington Street,,L29QA,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8034,,https://dhzjvxyl79yzn.cloudfront.net/4/8034_1_kingdom-liverpool_th.jpg,53.4058391,-2.988929,Nightclub
,The Ethical Glass,,,Harrington Street (opp. Kingdom nightclub),,L29QA,,01512361403,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39560,,,53.4058391,-2.988929,bar
,Alibi Liverpool ,,,25 Harrington Street,,L29QA,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103813,,https://dhzjvxyl79yzn.cloudfront.net/3/103813_1_alibi-liverpool-_th.jpg,53.405816,-2.988832,Nightclub
,Kingdom   Liverpool ,,,25 Harrington Street,,L29QA,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97886,,,53.4060628,-2.9890354,Nightclub
,Baby Croc,,,23A Harrington Street,,L29QA,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101370,,,53.4060628,-2.9890354,bar
,Dwntwn Liverpool ,,,22 Harrington Street,,L29QA,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103818,,,53.4060628,-2.9890354,Nightclub
,Hilton Liverpool City Centre,,,"3 Thomas Steers Way, Liverpool",,L18LW,,01517084200,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71462,,,53.402552,-2.988147,Nightclub
,Hidden Location Liverpool,,,Hidden Location ,,L1000,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56341,,,53.402617,-2.987477,bar
,Bierkeller Liverpool,,,8 Thomas Steers Way,,L18LW,,08455333000,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52128,,https://dhzjvxyl79yzn.cloudfront.net/8/52128_1_bierkeller-liverpool_th.jpg,53.4029873,-2.9881258,bar
